sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount_rupees,fund_disbursed_amount_rupees_invalid_negative,source_dataset
5733,Rajasthan,Fitting of Sitting RCC Benches in Public Places,WS/MP18162/2026-2027/273197,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-14,SUKHDEV GURJAR,Payment Success,4480,False,Completed_On-going_Works.csv
5734,Rajasthan,Fitting of Sitting RCC Benches in Public Places,WS/MP18162/2026-2027/273197,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-14,GOPAL LAL GURJAR,Payment Success,10590,False,Completed_On-going_Works.csv
5735,Rajasthan,Fitting of Sitting RCC Benches in Public Places,WS/MP18162/2026-2027/273197,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-14,GOPAL LAL SEN,Payment Success,4480,False,Completed_On-going_Works.csv
5736,Rajasthan,Fitting of Sitting RCC Benches in Public Places,WS/MP18162/2026-2027/273197,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-14,MAHAVEER SEN,Payment Success,4480,False,Completed_On-going_Works.csv
5737,Punjab,Renovation of ponds and lakes,WS/MP18314/2025-2026/219609,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-07-16,MOHINDER PAL SUPPLIER,Payment Success,495000,False,Completed_On-going_Works.csv
5738,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18310/2026-2027/251951,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),AVIMANYU SETHI,BHADRAK(SC),2026-06-22,MR KAILASH MAJHI,Payment Success,200000,False,Completed_On-going_Works.csv
5739,Punjab,Construction of buildings for community cultural activities,WS/MP18311/2024-2025/156710,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-06-24,Bali Art Studio,Payment Success,2320,False,Completed_On-going_Works.csv
5740,Himachal Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18328/2025-2026/196730,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,2026-07-01,Rajat Upadhyay,Payment Success,141546,False,Completed_On-going_Works.csv
5741,Punjab,Installation of multi-gym equipment,WS/MP18155/2025-2026/247492,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-06-22,Thakur Steel Engg Works,Payment Success,15142,False,Completed_On-going_Works.csv
5742,Punjab,Installation of multi-gym equipment,WS/MP716/2025-2026/210125,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-06-22,RB BUILDERS,Payment Success,104195,False,Completed_On-going_Works.csv
5743,Maharashtra,Construction of community centers and community halls,WS/MP18134/2025-2026/179141,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),2026-06-26,Ch Sankalp Majur Society Pohegaon,Payment Success,695177,False,Completed_On-going_Works.csv
5744,Jammu And Kashmir,Improvement of electricity distribution infrastructure,WS/MP18070/2025-2026/256526,ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA),MIAN ALTAF AHMAD,ANANTNAG,2026-07-02,ABDULLAH ELECTRICALS,Payment Success,745480,False,Completed_On-going_Works.csv
5745,Gujarat,Construction of community centers and community halls,WS/MP588/2025-2026/202427,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),Smt Poonamben Hematbhai Maadam,JAMNAGAR,2026-07-03,GRAM PANCHAYAT FALLA,Payment Success,398113,False,Completed_On-going_Works.csv
5746,Odisha,Construction of community centers and community halls,WS/MP18310/2025-2026/251184,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),AVIMANYU SETHI,BHADRAK(SC),2026-07-03,NRUSINGHA CHARAN DUTTA,Payment Success,600000,False,Completed_On-going_Works.csv
5747,Tamil Nadu,Construction of community centers and community halls,WS/MP18173/2026-2027/209142,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,2026-06-22,SELVAM,Payment Success,1997509,False,Completed_On-going_Works.csv
5748,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18146/2025-2026/173937,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),ANANTA NAYAK,KEONJHAR(ST),2026-06-30,UGRESON MOHAPATRA,Payment Success,300000,False,Completed_On-going_Works.csv
5749,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP18054/2025-2026/236393,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,2026-06-22,MEGHAALIYASANA GRAM PANCHAYAT,Payment Success,450000,False,Completed_On-going_Works.csv
5750,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/255317,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,2026-06-22,DELOLI GRAM PANCHAYAT,Payment Success,250000,False,Completed_On-going_Works.csv
5751,Punjab,Construction of community centers and community halls,WS/MP18311/2024-2025/153634,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-09,Zimidara Cement Store Mianpur,Payment Success,49386,False,Completed_On-going_Works.csv
5752,Punjab,Construction of community centers and community halls,WS/MP18311/2024-2025/153634,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-09,Zimidara Cement Store Mianpur,Payment Success,48851,False,Completed_On-going_Works.csv
5753,Punjab,Construction of community centers and community halls,WS/MP18311/2024-2025/153634,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-09,Zimidara Cement Store Mianpur,Payment Success,43482,False,Completed_On-going_Works.csv
5754,Bihar,Construction of additional rooms and halls in the existing public and community building,WS/MP549/2025-2026/191065,BANKA(DISTRICT PLANNING OFFICER BANKA_IDA),Giridhari Yadav,BANKA,2026-07-13,MANIKANT KUMAR,Payment Success,988705,False,Completed_On-going_Works.csv
5755,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18104/2026-2027/278820,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-07-15,sarpanch gram panchayat Damdam,Payment Success,100000,False,Completed_On-going_Works.csv
5756,Punjab,Fitting of Sitting RCC Benches in Public Places,WS/MP716/2025-2026/210123,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-06-22,MANJOT ENTERPRISES COMPANY,Payment Success,38400,False,Completed_On-going_Works.csv
5757,Haryana,Construction of public libraries and reading rooms,WS/MP18064/2025-2026/186140,KAITHAL(DC CUM NODAL OFFICERS MPLADS),NAVEEN JINDAL,KURUKSHETRA,2026-06-30,THE AGS COOPERATIVE LABOUR AND CONSTRUCTION SOCITY LTD,Payment Success,767396,False,Completed_On-going_Works.csv
5758,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP386/2026-2027/242682,Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA),Shri Hanuman Beniwal,NAGAUR,2026-08-14,AAYUSH BUILDWELL,Payment Success,805247,False,Completed_On-going_Works.csv
5759,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP18320/2025-2026/175021,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-07-15,DHUNSOL GRAM PANCHAYAT,Payment Success,499034,False,Completed_On-going_Works.csv
5760,Gujarat,Construction of public toilets and bathrooms,WS/MP18059/2025-2026/182121,Dangs(DISTRICT COLLECTOR DANG_IDA),DHAVAL LAXMANBHAI PATEL,VALSAD(ST),2026-06-22,SARPACH GGP KAMAD,Payment Success,499224,False,Completed_On-going_Works.csv
5761,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP618/2025-2026/171216,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,2026-06-23,RAMESH SADASHIV HEGADI,Payment Success,750000,False,Completed_On-going_Works.csv
5762,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP618/2025-2026/171216,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,2026-07-31,RAMESH SADASHIV HEGADI,Payment Success,249999,False,Completed_On-going_Works.csv
5763,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP508/2026-2027/202681,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,2026-07-16,R Kumar,Payment Success,199800,False,Completed_On-going_Works.csv
5764,Maharashtra,Construction of community centers and community halls,WS/MP18114/2026-2027/157647,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,2026-06-20,AJINKYA YODDHA MAJOOR SAHAKARI SANSTHA M KAIJ,Payment Success,998710,False,Completed_On-going_Works.csv
5765,Maharashtra,Construction of community centers and community halls,WS/MP18114/2026-2027/227487,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,2026-08-22,AJINKYA YODDHA MAJOOR SAHAKARI SANSTHA M KAIJ,Payment Success,996401,False,Completed_On-going_Works.csv
5766,Maharashtra,Construction of community centers and community halls,WS/MP18115/2025-2026/186739,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,2026-06-29,GRAM PANCHAYAT BORTOLA,Payment Success,997334,False,Completed_On-going_Works.csv
5767,Maharashtra,Construction of community centers and community halls,WS/MP18110/2026-2027/248579,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,2026-06-25,SAISRADHA MAJUR SAHA SANSTHA MARYADIT ALKUTI,Payment Success,993116,False,Completed_On-going_Works.csv
5768,Haryana,Construction of community centers and community halls,WS/MP591/2026-2027/275283,PALWAL(CEO DRDA MPLADS PALWAL),Krishan Pal Gurjar,FARIDABAD,2026-07-06,PARIHAR TRADERS,Payment Success,302462,False,Completed_On-going_Works.csv
5769,Maharashtra,Construction of public libraries and reading rooms,WS/MP18119/2025-2026/163471,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),2026-06-22,GRAM PANCHAYAT SONEKHARI,Payment Success,799992,False,Completed_On-going_Works.csv
5770,Tamil Nadu,Construction of community centers and community halls,WS/MP746/2026-2027/225785,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Kani K Navas,RAMANATHAPURAM,2026-06-20,MUTHUSELVAM K,Payment Success,2998071,False,Completed_On-going_Works.csv
5771,Maharashtra,Construction of community centers and community halls,WS/MP661/2025-2026/147454,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,SHIRUR,2026-07-22,Laxmanrao Dhobale Majur Sahakari Sanstha Ltd,Payment Success,919303,False,Completed_On-going_Works.csv
5772,Karnataka,Development of public parks,WS/MP341/2025-2026/240775,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Shri LS Tejasvi Surya,BANGALORE SOUTH,2026-07-02,KIRAN KUMAR M,Payment Success,499213,False,Completed_On-going_Works.csv
5773,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/255656,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,2026-06-23,SARPANCHSHRI KARANPUR GRAM PANCHAYAT,Payment Success,250000,False,Completed_On-going_Works.csv
5774,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/247084,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),HARIBHAI PATEL,MAHESANA,2026-06-23,SARPANCHSHRI AITHOR GRAM PANCHAYAT,Payment Success,250000,False,Completed_On-going_Works.csv
5775,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18136/2025-2026/165206,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),AMAR SHARADRAO KALE,WARDHA,2026-06-25,Shree Sainath Construction,Payment Success,687849,False,Completed_On-going_Works.csv
5776,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18136/2025-2026/165205,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),AMAR SHARADRAO KALE,WARDHA,2026-06-25,Shree Sainath Construction,Payment Success,530688,False,Completed_On-going_Works.csv
5777,Tamil Nadu,Construction of community centers and community halls,WS/MP18184/2026-2027/211707,THENI(District Collector Theni_5),THANGA TAMILSELVAN,THENI,2026-06-29,ANANTH CONTRACTOR,Payment Success,1188885,False,Completed_On-going_Works.csv
5778,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18122/2026-2027/246058,JALNA(DISTRICT COLLECTOR JALNA_IDA),KALYAN VAIJINATHRAO KALE,JALNA,2026-06-24,SARPANCH GRAMPANCHAYAT DHOPTESHWAR,Payment Success,495234,False,Completed_On-going_Works.csv
5779,Maharashtra,Providing drains and gutters for public drainage,WS/MP18122/2024-2025/186311,JALNA(DISTRICT COLLECTOR JALNA_IDA),KALYAN VAIJINATHRAO KALE,JALNA,2026-07-02,SARPANCH GRAMPANCHAYAT GONDHANKHEDA KAMKHEDA,Payment Success,1487715,False,Completed_On-going_Works.csv
5780,Odisha,Construction of community centers and community halls,WS/MP453/2024-2025/153974,KORAPUT(District Collector Koraput_IDA),Saptagiri Sankar Ulaka,KORAPUT(ST),2026-07-21,ASSISTANT ENGINEER KORAPUT BLOCK,Payment Success,300000,False,Completed_On-going_Works.csv
5781,Odisha,Construction of community centers and community halls,WS/MP453/2025-2026/208421,KORAPUT(District Collector Koraput_IDA),Saptagiri Sankar Ulaka,KORAPUT(ST),2026-06-22,ASSISTANT ENGINEER KORAPUT BLOCK,Payment Success,250000,False,Completed_On-going_Works.csv
5782,Karnataka,Construction of community centers and community halls,WS/MP618/2025-2026/241980,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,2026-06-20,UMESH KAMATAR,Payment Success,225000,False,Completed_On-going_Works.csv
5783,Maharashtra,Construction of community centers and community halls,WS/MP18115/2026-2027/186723,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,2026-06-23,GRAM PANCHAYAT MUNDIPAR,Payment Success,999743,False,Completed_On-going_Works.csv
5784,Andhra Pradesh,Construction of bus-sheds or bus-stops,WS/MP18006/2025-2026/253037,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,2026-06-20,VUPPALAPATI MURALI NAIDU,Payment Success,431849,False,Completed_On-going_Works.csv
5785,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18147/2025-2026/250338,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-06-24,HEMANGINI PALBABU,Payment Success,500000,False,Completed_On-going_Works.csv
5786,Odisha,Construction of public staircase/ stair ghat for public convenience,WS/MP18147/2025-2026/234291,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-06-22,HEMANGINI PALBABU,Payment Success,500000,False,Completed_On-going_Works.csv
5787,Haryana,Purchase of hospital equipment,WS/MP18064/2025-2026/242472,KAITHAL(DC CUM NODAL OFFICERS MPLADS),NAVEEN JINDAL,KURUKSHETRA,2026-06-24,Opulence Pharma and Health care Services,Payment Success,497000,False,Completed_On-going_Works.csv
5788,Odisha,Lighting of public spaces,WS/MP18147/2025-2026/193166,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-06-25,AMIT KUMAR DAS,Payment Success,300000,False,Completed_On-going_Works.csv
5789,Odisha,Lighting of public spaces,WS/MP18147/2025-2026/193168,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),2026-06-25,AMIT KUMAR DAS,Payment Success,300000,False,Completed_On-going_Works.csv
5790,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18324/2025-2026/219950,BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,2026-06-24,KONJALI GRAM PANCHAYAT,Payment Success,498414,False,Completed_On-going_Works.csv
5791,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18324/2025-2026/257831,BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,2026-06-27,BHANVAD GRAM PANCHAYAT,Payment Success,500000,False,Completed_On-going_Works.csv
5792,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/253430,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,2026-06-24,Rama Krishana Traders,Payment Success,176150,False,Completed_On-going_Works.csv
5793,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/253430,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,2026-06-11,CHAND AND SONS Bhatta CO,Payment Success,228536,False,Completed_On-going_Works.csv
5794,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/253430,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,2026-06-11,JAI GIRI MAA Enterprises,Payment Success,89552,False,Completed_On-going_Works.csv
5795,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/241808,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-06-15,Parveen Gupta and Co,Payment Success,26880,False,Completed_On-going_Works.csv
5796,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/241808,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-06-15,Parveen Gupta and Co,Payment Success,26880,False,Completed_On-going_Works.csv
5797,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18311/2025-2026/241808,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-06-15,Parveen Gupta and Co,Payment Success,26880,False,Completed_On-going_Works.csv
5798,Haryana,Construction of community centers and community halls,WS/MP18065/2025-2026/253430,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,2026-06-11,BHUTANI TRADERS,Payment Success,113426,False,Completed_On-going_Works.csv
5799,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP18351/2025-2026/229682,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),DR BYREDDY SHABARI,NANDYAL,2026-07-28,Seema Sudhakar Reddy,Payment Success,591815,False,Completed_On-going_Works.csv
5800,Haryana,Development of playfields and sports grounds,WS/MP329/2025-2026/253599,MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA),Shri Dharambir Singh,BHIWANI MAHENDRAGARH,2026-06-22,VINOD KUMAR CONTRACTOR,Payment Success,299565,False,Completed_On-going_Works.csv
5801,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241129,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-07-25,BANDANA SRIVASTAVA,Payment Success,162486,False,Completed_On-going_Works.csv
